lines_of_code,cyclomatic_complexity,number_of_functions,number_of_classes,depth_of_inheritance,coupling_between_objects,lack_of_cohesion,number_of_parameters,number_of_variables,number_of_comments,code_duplication,test_coverage,code_churn,developer_experience,module_age_days,has_bug,module_name
454,10,17,10,0,5,2,1,15,46,0.24300470979713634,0.8213062339998152,21,7.4327821363543976,353,0,module_739
472,11,15,6,6,13,2,5,15,46,0.12443473839156999,0.3969724036824387,12,8.436397847310918,371,1,module_740
487,12,26,6,2,8,0,6,18,52,0.05330840665482073,0.4166026984229436,18,2.797141551327598,358,1,module_741
513,8,14,2,1,4,3,4,15,50,0.22837356071646983,0.6290454451842533,22,1.3111723511701088,326,0,module_742
523,11,22,4,2,6,1,0,15,50,0.22860332928458427,0.9986255205853518,31,8.654731163288874,389,0,module_743
487,9,19,5,4,6,5,5,14,47,0.2987663720592183,0.5492327849597344,18,4.4807878037478694,385,0,module_744
502,10,23,8,1,10,5,4,11,51,0.2342811785394492,0.5992691991540371,20,2.617501707209338,364,1,module_745
471,12,18,5,5,10,3,2,15,43,0.04358017437813836,0.602712719970186,18,1.8270582874057442,380,1,module_746
497,9,20,3,1,7,2,4,12,47,0.09676342253571847,0.3564905749499668,26,5.648507254513821,363,0,module_747
491,12,25,1,0,6,3,2,13,52,0.1355180751873438,0.8419205017029967,21,2.351151573507512,352,1,module_748
524,12,25,7,1,9,4,5,13,47,0.03799584171293852,0.47717106709827517,22,6.100228219971311,393,1,module_749
519,13,19,7,1,10,2,5,25,53,0.2364116923343442,0.7925669398180439,23,7.5457588826147015,357,1,module_750
495,7,19,4,0,11,3,4,14,53,0.15800956137377595,0.6325629151849135,23,5.815523543646269,385,0,module_751
518,9,31,4,4,8,2,5,16,54,0.28333487072872604,0.7282458195535688,13,9.133298044196328,371,0,module_752
502,8,13,4,1,2,2,2,16,40,0.17679244335774608,0.3377801455464974,24,2.40012661902074,364,0,module_753
557,6,11,9,2,8,1,10,11,39,0.15686972512147615,0.9229759790915963,25,5.4455812592544905,388,0,module_754
468,8,16,1,4,1,1,3,9,51,0.0214275458798593,0.4706997385937993,19,2.46871413447969,348,0,module_755
497,9,19,3,2,5,5,1,14,72,0.044803771483373334,0.7690667712505859,14,8.88311733801892,372,0,module_756
466,12,23,4,4,10,2,7,16,58,0.2548578230292453,0.8586133784463132,20,9.390153487160243,332,1,module_757
473,11,18,3,2,10,5,3,12,61,0.29720279334774247,0.6780271020982379,22,4.59996293478563,383,1,module_758
516,6,24,3,4,9,2,0,17,56,0.12455374076948084,0.5361338154550369,13,3.751734320638072,386,0,module_759
492,11,20,8,4,13,1,7,18,37,0.24302582511747872,0.9845323621367537,18,3.5138448588632385,380,1,module_760
497,9,20,11,3,7,5,4,11,62,0.18827572989919553,0.4949077992894869,25,8.737546113916608,370,0,module_761
532,6,16,4,3,7,4,2,15,40,0.28771778210151405,0.9640636359862893,25,7.141977321639807,344,0,module_762
520,7,15,2,1,12,3,4,14,56,0.07144117063322798,0.4093568935793122,20,8.925337491884509,379,0,module_763
512,10,22,3,1,2,1,5,11,46,0.1634507229023829,0.5724554920656404,23,2.0576514653540476,375,1,module_764
483,14,28,4,3,9,6,4,12,48,0.12263874550277867,0.3969469089031116,17,5.28425135077663,308,1,module_765
497,8,20,2,2,6,2,4,12,47,0.16251479278290457,0.3015683311515872,20,7.085611850185862,348,0,module_766
510,10,27,7,3,10,3,1,13,55,0.08065742502565655,0.48218097827753237,26,9.073816846775156,356,1,module_767
509,9,18,2,1,14,0,3,20,52,0.1493238488147232,0.3610472806432683,17,4.438172925216898,383,1,module_768
457,6,27,11,2,12,3,4,12,54,0.18744124401742954,0.990441866163243,19,3.817810654392501,332,0,module_769
473,9,14,5,2,5,4,3,13,53,0.024364765199847625,0.8331573225662618,21,9.216691382672611,366,0,module_770
501,13,27,5,2,9,4,4,22,52,0.22289617644228696,0.30259335742540616,14,1.4277994284714624,379,1,module_771
443,13,19,4,1,5,4,0,15,52,0.21195688894812517,0.45655260937651443,20,5.316359408700221,345,1,module_772
514,10,21,4,2,7,0,5,19,42,0.26413728043544554,0.7690869688986018,20,5.127639045459248,403,1,module_773
459,13,27,4,2,14,4,3,16,54,0.12775696554297766,0.5789864792153281,23,2.314507725017309,360,1,module_774
490,6,22,3,1,10,5,7,15,48,0.01850073978441532,0.8822897941309591,24,4.554551000632403,376,0,module_775
490,19,27,5,2,12,3,3,12,50,0.13843833870650607,0.6534025448630121,20,7.50339765985135,383,1,module_776
511,12,31,9,4,8,2,3,21,47,0.04128275161858843,0.7575559938127003,24,4.3018160009882855,392,1,module_777
476,9,20,5,3,9,3,6,16,46,0.19423404405654532,0.7179261783161364,15,3.7869443164880154,346,0,module_778
510,12,18,2,0,5,5,4,14,49,0.01413945723939175,0.746718230436544,21,8.037059481157115,328,0,module_779
484,5,20,6,4,7,0,2,19,49,0.11219892186830854,0.46106919767902604,27,9.898438699246617,356,0,module_780
486,8,22,7,2,11,4,3,16,53,0.024852869546248612,0.5613026074443341,19,8.014171365372517,354,0,module_781
508,9,25,5,2,8,1,7,12,45,0.0010099302214809924,0.33544047700514396,24,8.617089593431736,387,0,module_782
479,9,15,7,2,8,6,1,13,38,0.2881671671704775,0.7113455602817461,29,9.455506748312617,390,0,module_783
507,9,24,7,3,6,3,6,11,50,0.29883820440788406,0.621480923453043,25,8.215952194684284,392,0,module_784
509,9,24,8,0,9,4,7,13,45,0.1666508854595439,0.8325013043133505,24,9.823188608350373,342,0,module_785
521,11,17,7,1,9,1,6,23,56,0.07168675498364517,0.44446772523514944,24,7.725558292813554,356,1,module_786
505,13,16,3,1,8,4,5,11,58,0.27332971104259723,0.6057684812474613,19,6.953702960505177,393,1,module_787
522,13,14,4,1,8,6,8,20,35,0.27691097912283197,0.4265218031401703,23,7.240136943246623,380,1,module_788
471,13,19,4,2,5,2,3,25,45,0.25635266735121176,0.7297854576739093,15,9.100736440974856,367,0,module_789
541,10,28,3,1,14,6,2,12,58,0.16331099537021462,0.8936211795580165,17,7.147073357756186,382,1,module_790
492,7,20,7,1,10,4,3,10,60,0.02241064826880823,0.8358102739142894,17,7.850846538529065,344,0,module_791
496,11,24,7,1,6,4,3,19,46,0.02653167826103935,0.9609385808416211,20,2.944089403273542,349,1,module_792
547,4,17,3,3,7,3,3,15,52,0.2689859363137965,0.9802080473045136,20,9.213846516413291,340,0,module_793
470,13,16,7,0,11,3,3,7,49,0.2627480542371688,0.8404237073073935,25,5.024919179612897,333,1,module_794
532,7,17,8,1,9,2,5,15,45,0.1303191747543653,0.500764259766181,26,2.449605978215243,340,0,module_795
486,4,16,3,1,4,3,1,15,51,0.0984463858429276,0.45348296405072275,23,8.19808472284715,356,0,module_796
528,6,25,4,3,9,3,4,9,52,0.19323717604323062,0.6132843241842605,17,4.207537158696767,391,0,module_797
538,7,16,7,4,8,3,2,18,47,0.24209638447665746,0.9957185862039843,24,2.657072286654591,323,0,module_798
517,3,17,1,1,10,2,3,11,55,0.21950548261554628,0.5888676145720086,19,3.3062604325353555,392,0,module_799
526,10,18,4,2,9,2,4,18,48,0.18468088141521188,0.4393478874005881,19,1.314540823514232,353,1,module_800
519,9,21,2,4,8,5,8,15,50,0.06945331333344941,0.9610400144482687,17,1.815606846040465,382,0,module_801
476,6,28,2,2,8,1,2,21,33,0.07875146076621455,0.5701425843172159,20,6.333622618475126,392,0,module_802
445,4,16,5,0,13,2,4,10,63,0.2172202444193105,0.7836292210593416,17,8.795960452850101,353,0,module_803
471,11,21,6,0,7,6,4,12,44,0.2407859557353093,0.8517070850302106,21,5.036773720589435,387,1,module_804
523,14,19,5,2,9,4,6,14,55,0.03484055642987697,0.8902091314416738,29,6.634523280697504,344,1,module_805
500,18,23,4,4,9,1,5,9,65,0.05618911431339182,0.8748962709859531,21,8.287597911063557,346,1,module_806
516,5,17,5,0,5,3,2,15,62,0.2041410786532114,0.885372804099986,16,4.210920194122624,386,0,module_807
506,7,19,7,0,7,3,4,10,47,0.11669597624142033,0.7673573993045165,15,6.888826633162008,342,0,module_808
486,11,30,4,0,12,2,5,13,41,0.1689878601813092,0.5826817484907219,22,4.153891832118586,372,1,module_809
512,8,17,2,2,8,1,2,14,63,0.18444448579669084,0.767100797844686,22,6.784438192948623,349,0,module_810
509,6,20,9,1,8,4,4,12,62,0.23286104018019957,0.8857140338419391,22,2.958469481253232,378,0,module_811
475,6,22,4,3,9,5,7,24,48,0.24171508521507223,0.5454497252370947,18,9.80055688843378,352,0,module_812
466,7,21,3,1,6,2,3,20,44,0.08402887357843694,0.507555593204428,21,1.68559991700889,395,0,module_813
521,17,14,4,3,7,1,2,24,39,0.16238901867665137,0.5405950519736145,22,5.547095645703019,363,1,module_814
503,9,26,4,2,4,4,5,14,52,0.03705718158656408,0.6858983772205578,15,3.576667717468693,353,0,module_815
507,4,24,6,1,8,3,3,14,55,0.25260455060926457,0.33671071236976113,19,6.407540513344763,354,0,module_816
491,12,19,4,2,11,5,4,25,46,0.2536343814999587,0.8452795733117879,23,4.8547628191982,387,1,module_817
503,9,25,6,2,9,2,3,17,53,0.08985171569983692,0.3971963709151413,13,3.7599902884893432,353,1,module_818
518,9,20,9,1,6,1,3,19,44,0.04818606222661276,0.39298705974886916,29,3.2503387445464194,357,1,module_819
517,8,20,3,3,10,2,8,11,46,0.02102753346007997,0.4383613975492735,14,2.6424875277785334,336,1,module_820
556,11,30,3,1,6,1,4,18,49,0.17249293257347578,0.7038492044807487,28,8.045913845698863,392,0,module_821
489,8,17,8,1,8,7,4,18,53,0.02742843011996394,0.4998978630627692,19,2.9997994338428144,389,0,module_822
487,7,25,6,1,9,2,5,9,56,0.20417845338618,0.5576632302905866,29,7.961735767383238,374,0,module_823
497,12,22,1,0,6,6,2,18,49,0.2034379203102439,0.9521543776846895,15,5.365347482389103,362,0,module_824
531,4,16,7,2,10,3,3,17,52,0.18419622213948736,0.8930415259838895,12,1.6500521922057838,399,0,module_825
493,8,11,5,2,6,1,2,17,62,0.2629681505589283,0.8965333731733476,16,2.488984098883623,368,0,module_826
513,7,21,7,1,6,4,0,12,49,0.11348420781873952,0.7043492833281915,18,9.036141797099788,363,0,module_827
508,7,23,5,2,8,7,5,16,49,0.27068087478737324,0.9065263031033364,29,6.425342398046167,367,0,module_828
521,8,24,2,0,6,0,3,14,50,0.011077610653839253,0.8449960777383874,18,2.6589986084951596,375,0,module_829
506,9,15,6,3,8,5,5,13,60,0.03382709637642226,0.9672657620377436,21,7.33388423680721,367,0,module_830
509,14,25,7,2,7,3,4,18,40,0.12366166875553299,0.34505788351534084,25,8.409355699856409,368,1,module_831
505,12,19,5,1,6,5,6,9,41,0.17819790560657203,0.320108993557753,25,3.9758783280262735,356,1,module_832
504,9,15,6,3,4,3,7,20,39,0.00971269099180968,0.4225209585067238,15,6.009356915296413,413,0,module_833
512,9,30,5,1,11,2,4,15,46,0.17023034142727922,0.9503593743555829,18,3.6410497325482334,382,0,module_834
484,12,16,6,2,8,3,5,21,45,0.09221949494490941,0.7238955741679721,26,1.720555459485276,380,1,module_835
500,6,28,3,2,3,2,1,18,49,0.26614404234354877,0.5982787623866965,23,4.595581699632423,373,0,module_836
454,7,18,4,0,10,5,2,11,42,0.15998537750061925,0.6588977430333062,22,7.762888172033976,349,0,module_837
520,12,18,5,6,5,3,4,11,52,0.1763681724652301,0.8807232117593691,24,5.128122509994492,333,1,module_838
520,9,20,8,2,8,4,9,15,49,0.28368654333446497,0.9503769970627467,20,4.647421072181416,387,0,module_839
496,11,16,10,0,9,2,3,15,45,0.22925130799637805,0.8107891840176369,11,4.294064699554791,357,1,module_840
489,6,16,5,3,4,1,4,11,42,0.13148197984402968,0.8318934830561073,27,5.130251404025947,331,0,module_841
464,10,17,3,1,10,5,7,13,42,0.14306388448680582,0.5242646309146866,20,3.864060569193989,357,1,module_842
506,7,20,7,1,13,4,3,16,60,0.19437716056781965,0.6269246366921775,26,6.509657754206872,364,0,module_843
509,13,16,2,2,8,5,5,12,55,0.060059764995153926,0.9196471354298161,19,1.572093815722255,367,1,module_844
509,7,18,6,2,11,5,1,18,58,0.02659525214823679,0.8501538770508041,19,8.266493561025827,372,0,module_845
469,11,21,6,1,9,3,2,12,58,0.09337095478368553,0.7789896429229433,16,2.5585025243800383,373,1,module_846
525,12,21,6,3,15,5,1,20,47,0.2335148393808691,0.34567278512168426,24,6.701002554598701,381,1,module_847
505,10,18,5,0,5,2,5,11,66,0.0771971396309853,0.32765505361776837,27,5.048942707470166,370,0,module_848
477,8,22,0,4,9,1,2,12,56,0.03922776010077591,0.3912876601797965,24,7.9614419219092625,362,0,module_849
489,11,21,6,0,11,3,6,18,47,0.06570677953867807,0.7069737694384833,16,8.43525988138951,353,1,module_850
485,8,19,4,4,9,6,3,14,51,0.2036918736017119,0.6754707931388049,17,2.8378033496710042,349,0,module_851
487,10,17,6,0,8,4,5,12,50,0.18418441700805563,0.9598835785829376,24,7.094612326939801,392,0,module_852
484,12,20,3,0,7,1,4,17,51,0.20649449918893084,0.7863317480303774,17,2.709167560907556,383,1,module_853
529,6,24,6,1,5,6,2,12,49,0.09658743680411461,0.5057808321417983,24,2.1159843475139617,342,0,module_854
477,5,22,3,2,8,3,3,16,53,0.27025683807998147,0.4130474056709881,22,9.372664913241259,353,0,module_855
497,10,28,5,2,8,2,3,12,56,0.1355311071984436,0.8946732675298674,13,2.479501633972086,380,1,module_856
471,10,23,2,3,8,0,1,11,52,0.15411390957808307,0.6217368725823169,15,3.0531873932446,359,1,module_857
515,7,16,4,3,5,4,5,18,41,0.28464239280063813,0.757428648186194,16,2.1729160700917203,337,0,module_858
496,14,26,7,3,8,1,2,12,56,0.29378318038349266,0.6956005246135619,22,5.232627004343103,421,1,module_859
518,13,28,6,0,9,4,5,8,46,0.19846281777496552,0.3752194422956445,26,9.276465902719513,359,1,module_860
507,11,20,7,1,12,2,3,12,34,0.28344395777273734,0.3399408685772789,17,3.3765016484101995,374,1,module_861
517,8,24,6,1,6,6,4,19,56,0.16245221590213296,0.5639127328014895,15,5.876669176743608,388,0,module_862
555,7,29,2,1,8,2,3,15,40,0.09218488367003151,0.5530852082820024,22,4.7031286338348846,381,0,module_863
453,10,22,0,1,5,2,5,15,52,0.09452785678996241,0.7716586790782344,28,4.024084697564293,356,0,module_864
484,9,14,4,1,7,6,6,11,44,0.16768217696470364,0.7425402863708132,16,6.149374221372172,360,0,module_865
535,5,15,5,3,14,5,7,18,50,0.18151083619655953,0.978258649924796,21,6.030036110519298,398,0,module_866
485,6,18,2,2,6,1,4,14,39,0.13188512097592467,0.9006696519401001,23,4.234299407956006,388,0,module_867
497,7,22,3,5,16,4,3,12,56,0.2651314450535531,0.6476077680427015,16,8.655069669094376,392,0,module_868
457,9,20,6,1,12,1,1,17,39,0.12800883561406515,0.6500177467938868,31,1.4785489697457268,372,1,module_869
435,16,21,9,2,5,4,1,17,51,0.08202709409930035,0.771890460378886,18,1.7671455565057712,363,1,module_870
535,10,21,6,1,4,3,3,16,52,0.0023945635030619417,0.37986340794129286,18,9.91703133970064,379,0,module_871
502,12,18,4,0,5,3,4,12,50,0.291170783447291,0.9999233952419746,13,7.7291462084606115,355,0,module_872
490,12,19,2,2,5,3,6,14,51,0.2472939849428833,0.6631656708705367,21,8.235360130870887,382,0,module_873
544,14,22,6,1,6,1,2,15,45,0.1846678754055987,0.9369334117362789,21,6.424309676249175,348,1,module_874
495,7,22,7,1,10,3,4,19,47,0.2491626761710384,0.9771494342565454,26,4.7787438342381385,365,0,module_875
483,10,17,2,2,12,2,4,8,47,0.24308676907528315,0.7071499179315858,24,6.663041908590768,357,1,module_876
478,7,23,6,2,5,3,4,14,58,0.2795552340677475,0.3723440532673427,8,1.8332623504784171,364,0,module_877
498,13,18,8,2,9,3,5,18,35,0.11582030500811247,0.7013420658939797,19,7.819922514719466,364,1,module_878
507,9,25,4,4,9,1,3,10,75,0.16645567262578223,0.7183497060161907,21,5.866687424294645,383,1,module_879
468,16,31,6,1,13,3,1,13,37,0.029588407116073776,0.8524351957413316,16,9.61058701484283,330,1,module_880
481,9,17,6,1,7,4,4,12,44,0.28959462771569194,0.3337604868964343,24,6.737277319368848,365,0,module_881
527,12,26,1,3,7,3,6,10,58,0.29553812078474995,0.6264207570365656,19,2.36523283460606,382,1,module_882
501,11,19,7,3,7,4,4,12,55,0.2367252743793605,0.9459391808357691,21,5.29795103480242,383,1,module_883
528,10,20,6,2,6,4,10,14,50,0.13623629494450104,0.9939093550750573,21,1.5204002429738899,353,0,module_884
458,9,24,5,2,12,2,2,11,55,0.14897002527430728,0.43396787513146634,24,7.708866033626842,345,0,module_885
503,12,23,3,1,8,2,6,21,49,0.1306100798963571,0.9094192949145246,23,5.516483694114858,377,1,module_886
497,9,27,7,4,7,0,9,9,58,0.08799319095666913,0.4023753931414509,26,4.326880328131326,376,1,module_887
526,7,20,4,2,11,2,3,24,42,0.15833742166462997,0.8888221041975279,13,9.716944435048351,342,0,module_888
498,15,19,2,5,14,4,7,13,63,0.016033520850170044,0.4940944092273645,20,9.465386670706419,380,1,module_889
510,14,12,7,3,5,3,3,17,58,0.2975661185811505,0.9717376862343996,22,9.575487971435077,373,0,module_890
456,17,18,5,3,6,2,3,12,53,0.12721504054924224,0.7868477256304459,17,2.9887321799521915,341,1,module_891
522,8,17,8,1,5,6,5,10,50,0.2782099752111319,0.5793774209728316,15,7.55712636147093,359,0,module_892
479,10,22,7,4,7,1,3,16,36,0.21728143819800108,0.49668133093571637,19,9.508439234822106,363,0,module_893
475,7,20,5,0,7,2,5,8,44,0.0869828750591802,0.46466626923211174,20,6.137832310359704,372,0,module_894
518,8,26,4,1,7,6,3,14,49,0.06661578545238073,0.7765546288997096,16,2.927443095398541,355,0,module_895
479,6,22,3,2,9,1,1,15,37,0.29870263012870685,0.927053701803817,20,8.360312174940361,343,0,module_896
530,8,29,9,0,7,2,4,11,54,0.2316379065162107,0.8284593787300405,18,8.919264225940406,356,0,module_897
482,11,24,4,2,12,5,5,12,53,0.07489844224480227,0.8843540766115796,15,7.329118477478626,400,0,module_898
425,6,28,8,1,7,3,5,15,45,0.02023351445317818,0.846968637344176,21,3.641975897820366,331,0,module_899
498,8,24,4,2,14,7,9,14,57,0.2090749635904136,0.9854033665486135,22,2.7162450878900746,354,1,module_900
502,17,19,2,6,5,2,6,15,51,0.0909049370433229,0.8304634487784273,21,6.618428210770458,379,1,module_901
467,14,24,2,3,5,2,2,16,45,0.0663992437883152,0.44715996292919163,14,5.345204723222031,330,1,module_902
523,12,17,5,3,7,1,3,9,53,0.22048122454480082,0.8541189258321604,23,7.019044519719449,364,0,module_903
479,12,20,8,2,8,0,7,18,55,0.20377839679630427,0.5254485526893606,20,2.0052969891612937,365,1,module_904
486,14,17,5,3,6,2,3,17,40,0.14442380242805733,0.9970599038640007,16,2.223221959432574,401,1,module_905
505,10,23,6,2,9,2,5,14,46,0.28279677983111196,0.5636708340701025,17,4.266006003791844,355,1,module_906
521,9,22,3,1,8,4,0,14,53,0.20389150981724732,0.5049556290930609,18,3.3288425886598754,391,1,module_907
537,14,23,5,4,5,1,2,6,52,0.26802586818597274,0.46745118985623807,21,6.574047679834037,374,1,module_908
474,7,26,8,4,8,6,2,18,48,0.057165882704915724,0.7609602564408589,15,4.307864764259692,346,0,module_909
521,10,17,4,5,7,3,8,8,54,0.0889937730242666,0.3764547618712718,15,7.155737075330955,368,0,module_910
527,10,20,5,0,16,6,8,22,38,0.031356040108118474,0.9674919172130803,21,7.919185618951207,386,1,module_911
472,12,18,1,1,8,5,5,14,50,0.09137399936161061,0.5060188750501959,14,2.6845081319726356,397,1,module_912
477,9,13,5,0,7,1,4,17,43,0.2915334987619141,0.5067804277269305,21,9.278414518735548,379,0,module_913
510,12,16,6,1,6,3,6,24,51,0.2888568738276902,0.33224626699494136,16,8.08443856257913,377,1,module_914
496,9,16,3,1,12,5,3,25,48,0.22811590636529727,0.4722122625115019,10,6.641027219388478,372,1,module_915
462,12,21,6,1,3,1,7,22,51,0.15631447883488717,0.5932855489733664,22,9.180359692733237,386,0,module_916
522,8,20,5,0,5,4,3,21,42,0.2342339396376735,0.5587244731569545,17,3.3928187465727966,376,0,module_917
509,16,21,5,3,6,3,8,19,49,0.16604608536411597,0.4911139450053541,23,4.795418817748162,373,1,module_918
531,13,20,6,2,11,1,6,13,44,0.0010525514014330106,0.32852068648743876,13,1.7720828236054147,353,1,module_919
475,6,25,6,0,6,2,5,14,49,0.15046412218308466,0.5104069615239497,16,5.10563639041397,355,0,module_920
504,9,14,7,1,6,3,4,11,58,0.17967703380331576,0.844831656784184,20,5.557606566379488,333,0,module_921
515,8,28,6,2,5,2,4,16,57,0.07972450725090126,0.6071545997166299,22,6.544602312940555,362,0,module_922
461,9,18,5,7,6,3,4,14,51,0.06098806927249847,0.5035427433190995,25,1.5763529177593059,340,1,module_923
477,10,20,6,5,9,3,3,14,42,0.08214272844169539,0.5133544939035705,23,1.2921941731033217,310,1,module_924
523,7,28,6,3,5,3,4,20,51,0.1870883248553597,0.6881063035457305,23,4.779011487529872,324,0,module_925
514,12,16,5,0,8,3,1,14,42,0.04381923448066575,0.5116048744173523,15,2.702199810483327,364,1,module_926
498,9,18,10,1,9,2,2,18,55,0.21609849039884982,0.7415581239063362,26,7.829095079372165,353,0,module_927
497,13,19,4,2,6,1,2,9,62,0.12680244628848283,0.9926181596075805,12,7.018626557217072,342,0,module_928
500,13,17,8,1,8,1,7,21,39,0.10600435776159765,0.32882347842766396,13,3.9324427694474666,339,1,module_929
489,9,14,6,1,9,4,4,12,48,0.24216938750410585,0.4181157289881581,18,1.4120493864699948,364,1,module_930
514,7,21,4,1,9,2,5,15,52,0.15181897483095796,0.42537528170231687,13,2.6419926145916586,351,1,module_931
466,10,29,5,5,4,1,3,14,64,0.11352016835727843,0.6129492225524105,16,7.225114083517999,356,0,module_932
472,9,14,4,2,8,2,3,21,53,0.26344641466818136,0.3289930984373621,26,9.911484040032791,337,0,module_933
497,8,26,6,1,9,4,4,17,54,0.11047548965984273,0.6342651044197616,17,3.9381436458962407,374,0,module_934
510,7,30,2,3,9,1,2,19,50,0.25770008488301116,0.9502473306536596,20,8.217966582688542,395,0,module_935
490,7,10,2,5,4,4,7,25,59,0.15125960953876746,0.3080948620848914,19,8.803868424388813,349,0,module_936
498,12,18,9,1,7,3,4,16,49,0.062402129236502166,0.5554572070296266,16,1.433627849426294,397,1,module_937
509,6,21,1,3,8,3,4,14,46,0.18384545643332514,0.8326256404776753,14,9.245994381299932,382,0,module_938
512,9,22,3,1,10,2,4,17,50,0.08559705788098838,0.4081461502336705,9,5.19582433932959,351,0,module_939
512,10,14,4,3,6,1,5,16,53,0.04414653965285854,0.3542913017685795,25,9.67817985883451,342,0,module_940
476,9,17,3,5,6,3,1,12,42,0.025958811419333847,0.741544976083847,21,5.847002447078044,356,0,module_941
481,12,22,2,2,7,0,5,13,47,0.0725092007392326,0.30696563633465535,18,3.1162915890878304,363,1,module_942
485,7,15,6,1,8,2,5,15,41,0.22096639260065737,0.8612393438188011,20,9.77201476666865,368,0,module_943
513,7,17,2,0,9,4,5,16,46,0.2513997667127228,0.3467969274962691,23,3.189744227043702,350,0,module_944
487,9,17,7,1,15,1,5,18,50,0.25851625379457643,0.6670479815942525,23,8.942304048377533,382,1,module_945
510,8,10,10,3,8,0,4,12,52,0.0810444821129831,0.818089397159409,23,2.5581564524669504,373,0,module_946
529,12,23,1,4,5,0,4,15,55,0.19829187988360256,0.4694076921225342,18,7.072908154809652,326,0,module_947
520,13,16,2,1,6,4,6,12,55,0.06910621797447886,0.37247811334591624,19,4.701624479975746,365,1,module_948
484,14,22,4,5,12,1,2,16,44,0.1868286341904721,0.4229359364929893,21,9.748163558363006,367,1,module_949
511,12,24,4,2,10,3,4,17,60,0.26616329791250903,0.898278500354506,19,2.662953680253291,384,1,module_950
468,8,15,8,3,4,4,1,13,53,0.01226810478062441,0.7940462041564167,14,4.679152057072729,360,0,module_951
497,7,20,6,1,5,1,2,18,47,0.2955677003176218,0.4386686344505684,17,6.757986916393671,357,0,module_952
503,4,22,2,3,14,3,3,21,56,0.2481263632375335,0.8012845579916961,18,9.798583809478961,343,0,module_953
495,10,19,6,1,5,2,1,16,41,0.2284986348881095,0.7960327191460808,21,3.7347676896820645,358,0,module_954
516,9,17,8,5,15,3,3,16,54,0.20740886811353731,0.9984075686741722,16,4.571839459402997,384,1,module_955
485,10,24,8,4,7,2,4,14,59,0.2310821666741635,0.5740892164681387,20,5.1561278859012365,369,0,module_956
486,4,21,2,2,8,2,4,9,49,0.29837860681216377,0.9053974458999396,16,3.274304421665585,346,0,module_957
517,8,14,5,3,5,2,3,6,51,0.23105738913376217,0.6125098801809705,15,8.356192303632781,366,0,module_958
515,6,16,4,1,6,2,7,14,49,0.1054802354004981,0.9284321565318767,18,1.8279604517707244,378,0,module_959
524,6,21,3,2,13,4,4,16,50,0.18417655588005097,0.3641203493692645,20,7.343109385356723,388,0,module_960
529,15,23,8,1,10,3,5,16,46,0.10107690484795073,0.4227188410876709,30,5.805360729617819,338,1,module_961
514,13,13,3,5,5,2,3,9,47,0.29101963297700123,0.8949680541466829,21,3.177342603871412,350,1,module_962
465,15,15,7,1,11,3,4,17,61,0.2700419198477101,0.8735102268737764,21,5.435474261806439,371,1,module_963
487,8,18,2,2,6,4,3,12,62,0.17028606823884854,0.5138036542998912,16,8.469541829747847,355,0,module_964
486,9,14,1,0,10,4,8,16,49,0.2343821263480347,0.7177588226934181,23,5.008974435299137,385,1,module_965
517,10,17,5,1,4,3,2,11,47,0.2729060828915292,0.5678898054714252,19,2.0970798842347946,353,1,module_966
534,12,25,4,0,6,5,6,18,48,0.07308007909696779,0.30722214451246493,21,1.367217659183678,376,1,module_967
511,8,24,4,3,9,0,5,17,47,0.17384455707864138,0.3182728885969889,27,8.000166647022013,356,0,module_968
532,11,17,4,0,10,1,5,12,47,0.14451489577576448,0.3379794558371035,14,3.9738983125063654,360,1,module_969
461,10,19,3,4,6,2,0,15,58,0.2314774064528824,0.7158505080279051,28,9.381202269167224,335,0,module_970
521,9,16,0,1,6,4,6,16,44,0.1137247564001486,0.4954594147138695,21,6.554324629004702,336,0,module_971
527,8,20,2,2,3,3,3,14,55,0.2126938919124575,0.40076380882042334,19,4.926555020513466,337,0,module_972
456,6,12,3,2,13,4,2,8,44,0.12089792670352134,0.9587917759107212,24,6.080184281356413,357,0,module_973
506,17,16,4,2,10,2,5,15,45,0.03332245939335127,0.3849230669568511,33,5.114193804213693,387,1,module_974
465,13,15,2,1,8,0,1,23,53,0.03213642948249516,0.7717872014974143,19,9.152299741449578,351,0,module_975
511,13,16,6,2,14,1,1,12,44,0.035716897365956214,0.9259121279758611,21,5.122196824305617,359,1,module_976
530,11,29,5,0,7,4,3,18,54,0.00975596277964853,0.4146807670669148,19,1.9365805772987263,341,1,module_977
501,11,18,1,5,12,2,4,20,52,0.1598919514790316,0.4503107775601006,19,6.373792352426128,330,1,module_978
488,4,10,8,4,9,3,3,12,47,0.20157080459512047,0.7016694735031699,18,6.6068294153528715,355,0,module_979
519,8,22,6,4,12,6,3,9,50,0.038018520547706866,0.6559140804651584,19,7.887970655137312,344,0,module_980
532,9,29,1,1,3,3,4,11,47,0.18355740006648358,0.6647191918203872,15,9.39955727395908,356,0,module_981
507,11,23,9,1,7,2,1,16,47,0.17932202347737358,0.688274665812662,20,4.987735139111054,373,1,module_982
506,9,20,3,3,7,2,2,18,52,0.04412821541905871,0.9649320411727309,21,4.168689459465752,388,0,module_983
482,7,19,9,1,8,2,3,17,46,0.12122477998837898,0.33768662937686494,16,5.416939141727493,369,0,module_984
467,8,18,4,3,8,5,3,15,44,0.22654071293129519,0.8323139644863733,9,9.101790117201674,376,0,module_985
